entity1,entity2,sentence
inspiration,charges,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
inspiration,révèle,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
inspiration,retenues,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
inspiration,enveloppe,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
inspiration,utilisation,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
inspiration,jeanne,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
inspiration,magiques,"Une autre inspiration pouvant provenir du Moyen Âge se révèle au travers du personnage de Jeanne d'Arc dont l'une des charges retenues contre elle était l'utilisation d'Anneaux magiques capables de contraindre et d'asservir des esprits tout comme l'Anneau Unique de Sauron.[38] Bien que l'on ne sache pas si, durant le Troisième Âge, Sauron est parvenu à récupérer une enveloppe corporelle, l'apparition d'un immense Œil de feu au sommet de Barad-dûr, nous laisse penser qu'il s'agit de l'esprit et de la volonté de Sauron."
destin,participe,"Aragorn participe au fameux Conseil d'Elrond, durant lequel il est décidé de détruire l'Anneau Unique[6]. Lors du Conseil est révélé l'héritage d'Aragorn car, en tant que descendant d'Isildur, son destin est lié à l'Anneau."
destin,héritage,"Aragorn participe au fameux Conseil d'Elrond, durant lequel il est décidé de détruire l'Anneau Unique[6]. Lors du Conseil est révélé l'héritage d'Aragorn car, en tant que descendant d'Isildur, son destin est lié à l'Anneau."
oiseaux,montagnes,"Aragorn repère les crébain, des oiseaux malfaisants qui les espionnent pour le compte de Saroumane, et il propose donc à Gandalf de passer à l'est des montagnes par le col du Caradhras afin d'éviter l'Isengard (le repaire de Saroumane)."
oiseaux,malfaisants,"Aragorn repère les crébain, des oiseaux malfaisants qui les espionnent pour le compte de Saroumane, et il propose donc à Gandalf de passer à l'est des montagnes par le col du Caradhras afin d'éviter l'Isengard (le repaire de Saroumane)."
oiseaux,crébain,"Aragorn repère les crébain, des oiseaux malfaisants qui les espionnent pour le compte de Saroumane, et il propose donc à Gandalf de passer à l'est des montagnes par le col du Caradhras afin d'éviter l'Isengard (le repaire de Saroumane)."
oiseaux,pair,"Aragorn repère les crébain, des oiseaux malfaisants qui les espionnent pour le compte de Saroumane, et il propose donc à Gandalf de passer à l'est des montagnes par le col du Caradhras afin d'éviter l'Isengard (le repaire de Saroumane)."
oiseaux,repère,"Aragorn repère les crébain, des oiseaux malfaisants qui les espionnent pour le compte de Saroumane, et il propose donc à Gandalf de passer à l'est des montagnes par le col du Caradhras afin d'éviter l'Isengard (le repaire de Saroumane)."
oiseaux,caradhras,"Aragorn repère les crébain, des oiseaux malfaisants qui les espionnent pour le compte de Saroumane, et il propose donc à Gandalf de passer à l'est des montagnes par le col du Caradhras afin d'éviter l'Isengard (le repaire de Saroumane)."
oiseaux,compte,"Aragorn repère les crébain, des oiseaux malfaisants qui les espionnent pour le compte de Saroumane, et il propose donc à Gandalf de passer à l'est des montagnes par le col du Caradhras afin d'éviter l'Isengard (le repaire de Saroumane)."
oiseaux,isengard,"Aragorn repère les crébain, des oiseaux malfaisants qui les espionnent pour le compte de Saroumane, et il propose donc à Gandalf de passer à l'est des montagnes par le col du Caradhras afin d'éviter l'Isengard (le repaire de Saroumane)."
membres,mines,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
membres,communauté,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
membres,détours,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
membres,jours,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
membres,nombre,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
membres,moria,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
membres,neige,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
membres,sentiment,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
membres,caradhras,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
membres,presse,"Après de nombreux jours de marche et plusieurs détours, les membres de la Communauté montent vers le col du Caradhras, quand ils sont pris dans une tempête de neige provoquée par Sauron[7]. Ils rebroussent chemin et le Porteur de l'Anneau décide de passer par les mines de la Moria malgré le mauvais pressentiment d'Aragorn."
communauté,arrivée,"Au cours de la nuit précédant leur arrivée devant les Portes Ouest de la Moria, la Communauté est attaquée par des ouargues."
communauté,moria,"Au cours de la nuit précédant leur arrivée devant les Portes Ouest de la Moria, la Communauté est attaquée par des ouargues."
communauté,portes,"Au cours de la nuit précédant leur arrivée devant les Portes Ouest de la Moria, la Communauté est attaquée par des ouargues."
membres,mines,"Les membres de la Communauté arrivent devant la Moria et, après avoir ouvert les portes, ils sont surpris par le Guetteur de l’Eau mais s'échappent en s’engouffrant dans les mines[8]. Alors qu'ils progressent dans la Moria, Aragorn repère Gollum, qui les suit depuis leur entrée dans les mines."
membres,communauté,"Les membres de la Communauté arrivent devant la Moria et, après avoir ouvert les portes, ils sont surpris par le Guetteur de l’Eau mais s'échappent en s’engouffrant dans les mines[8]. Alors qu'ils progressent dans la Moria, Aragorn repère Gollum, qui les suit depuis leur entrée dans les mines."
membres,échappe,"Les membres de la Communauté arrivent devant la Moria et, après avoir ouvert les portes, ils sont surpris par le Guetteur de l’Eau mais s'échappent en s’engouffrant dans les mines[8]. Alors qu'ils progressent dans la Moria, Aragorn repère Gollum, qui les suit depuis leur entrée dans les mines."
membres,moria,"Les membres de la Communauté arrivent devant la Moria et, après avoir ouvert les portes, ils sont surpris par le Guetteur de l’Eau mais s'échappent en s’engouffrant dans les mines[8]. Alors qu'ils progressent dans la Moria, Aragorn repère Gollum, qui les suit depuis leur entrée dans les mines."
membres,repère,"Les membres de la Communauté arrivent devant la Moria et, après avoir ouvert les portes, ils sont surpris par le Guetteur de l’Eau mais s'échappent en s’engouffrant dans les mines[8]. Alors qu'ils progressent dans la Moria, Aragorn repère Gollum, qui les suit depuis leur entrée dans les mines."
membres,portes,"Les membres de la Communauté arrivent devant la Moria et, après avoir ouvert les portes, ils sont surpris par le Guetteur de l’Eau mais s'échappent en s’engouffrant dans les mines[8]. Alors qu'ils progressent dans la Moria, Aragorn repère Gollum, qui les suit depuis leur entrée dans les mines."
